DATE,TIME,DURATION[ms],X[m/s^2],Y[m/s^2],Z[m/s^2]
2022-12-13,9:25:20.231,0,-4.9227085,8.588988,1.0599992,
2022-12-13,9:25:20.232,2,-4.7987423,8.527305,1.0743722,
2022-12-13,9:25:20.235,4,-4.8083243,8.55126,1.112101,
2022-12-13,9:25:20.239,8,-4.7699966,8.479994,1.0791631,
2022-12-13,9:25:20.240,9,-4.726878,8.423101,1.0839541,
2022-12-13,9:25:20.249,18,-4.6508217,8.366209,1.1312647,
2022-12-13,9:25:20.250,19,-4.613093,8.347045,1.0935359,
2022-12-13,9:25:20.250,19,-4.59872,8.32848,1.0839541,
2022-12-13,9:25:20.250,19,-4.593929,8.323689,1.097728,
2022-12-13,9:25:20.253,22,-4.589138,8.294943,1.0935359,
2022-12-13,9:25:20.256,25,-4.579556,8.276379,1.102519,
2022-12-13,9:25:20.266,35,-4.565183,8.281169,1.1073099,
2022-12-13,9:25:20.267,36,-4.6460304,8.304525,1.1073099,
2022-12-13,9:25:20.267,36,-4.703522,8.323689,1.1073099,
2022-12-13,9:25:20.267,36,-4.6795673,8.32848,1.0504173,
2022-12-13,9:25:20.268,37,-4.6508217,8.361418,1.0270615,
2022-12-13,9:25:20.271,40,-4.6747766,8.380582,1.0414343,
2022-12-13,9:25:20.273,42,-4.698731,8.427893,1.0695812,
2022-12-13,9:25:20.283,52,-4.6747766,8.403937,1.0462253,
2022-12-13,9:25:20.284,53,-4.6604037,8.390163,0.937231,
2022-12-13,9:25:20.284,53,-4.6891494,8.437474,0.9228581,
2022-12-13,9:25:20.284,53,-4.717296,8.394955,1.0222704,
2022-12-13,9:25:20.286,55,-4.6891494,8.394955,0.9893326,
2022-12-13,9:25:20.288,57,-4.7364597,8.380582,1.0126885,
2022-12-13,9:25:20.291,60,-4.741251,8.394955,1.0743722,
2022-12-13,9:25:20.300,69,-4.7891603,8.361418,1.1168919,
2022-12-13,9:25:20.301,70,-4.846053,8.366209,1.0791631,
2022-12-13,9:25:20.301,70,-4.836471,8.361418,1.1881573,
2022-12-13,9:25:20.301,70,-4.8891716,8.32848,1.2115133,
2022-12-13,9:25:20.303,72,-4.965228,8.385373,1.254033,
2022-12-13,9:25:20.305,74,-5.022121,8.375791,1.3205075,
2022-12-13,9:25:20.308,77,-5.036494,8.423101,1.3582363,
2022-12-13,9:25:20.316,85,-5.084403,8.432683,1.3019426,
2022-12-13,9:25:20.317,86,-5.131714,8.394955,1.3396714,
2022-12-13,9:25:20.317,86,-5.126923,8.385373,1.3444623,
2022-12-13,9:25:20.318,87,-5.1460867,8.390163,1.4342928,
2022-12-13,9:25:20.320,89,-5.141296,8.318898,1.4911854,
2022-12-13,9:25:20.323,92,-5.1365047,8.323689,1.4959763,
2022-12-13,9:25:20.334,103,-5.1933975,8.309317,1.55227,
2022-12-13,9:25:20.334,103,-5.1748323,8.28596,1.6001797,
2022-12-13,9:25:20.334,103,-5.222143,8.257215,1.5241232,
2022-12-13,9:25:20.335,104,-5.247296,8.347045,1.4570498,
2022-12-13,9:25:20.336,105,-5.232923,8.342254,1.4666318,
2022-12-13,9:25:20.339,108,-5.237714,8.390163,1.4193211,
2022-12-13,9:25:20.341,110,-5.1802225,8.333271,1.3768013,
2022-12-13,9:25:20.350,119,-5.1233296,8.304525,1.405547,
2022-12-13,9:25:20.351,120,-5.085002,8.351836,1.3438635,
2022-12-13,9:25:20.351,120,-5.0137367,8.262006,1.2300782,
2022-12-13,9:25:20.351,120,-4.966426,8.252423,1.2019314,
2022-12-13,9:25:20.353,122,-4.918516,8.247633,1.2492421,
2022-12-13,9:25:20.357,126,-4.8993526,8.23805,1.2582251,
2022-12-13,9:25:20.361,131,-4.847251,8.205112,1.2582251,
2022-12-13,9:25:20.362,131,-4.861624,8.228469,1.2630161,
2022-12-13,9:25:20.364,133,-4.832878,8.181158,1.1827675,
2022-12-13,9:25:20.366,135,-4.952053,8.214695,1.2300782,
2022-12-13,9:25:20.369,138,-5.0041547,8.247633,1.1923494,
2022-12-13,9:25:20.372,141,-5.1137476,8.252423,1.0689822,
2022-12-13,9:25:20.374,144,-5.1802225,8.314107,1.0072987,
2022-12-13,9:25:20.379,148,-5.1850133,8.361418,1.0168806,
2022-12-13,9:25:20.379,148,-5.232923,8.375791,1.0120897,
2022-12-13,9:25:20.382,151,-5.2993975,8.333271,1.0312535,
2022-12-13,9:25:20.384,153,-5.2946067,8.403937,1.116293,
2022-12-13,9:25:20.385,154,-5.347307,8.385373,1.0881461,
2022-12-13,9:25:20.388,157,-5.466482,8.437474,1.1402478,
2022-12-13,9:25:20.391,160,-5.480855,8.489576,1.2492421,
2022-12-13,9:25:20.395,164,-5.5137925,8.432683,1.3720104,
2022-12-13,9:25:20.397,166,-5.5569115,8.41352,1.4049481,
2022-12-13,9:25:20.399,168,-5.613804,8.380582,1.4714227,
2022-12-13,9:25:20.402,171,-5.6760864,8.423101,1.4995695,
2022-12-13,9:25:20.403,172,-5.728188,8.456039,1.5043606,
2022-12-13,9:25:20.406,175,-5.7856793,8.470412,1.4384849,
2022-12-13,9:25:20.412,181,-5.8090353,8.456039,1.3624284,
2022-12-13,9:25:20.412,181,-5.8377814,8.447056,1.4480668,
2022-12-13,9:25:20.415,184,-5.847363,8.503949,1.5564622,
2022-12-13,9:25:20.418,187,-5.7569337,8.59378,1.6037729,
2022-12-13,9:25:20.419,188,-5.7904706,8.59857,1.6558745,
2022-12-13,9:25:20.422,191,-5.7233973,8.608152,1.6983943,
2022-12-13,9:25:20.424,193,-5.680877,8.617734,1.7648689,
2022-12-13,9:25:20.429,198,-5.6904593,8.64109,1.8121796,
2022-12-13,9:25:20.429,198,-5.680877,8.617734,1.8025976,
2022-12-13,9:25:20.432,201,-5.680877,8.622525,1.883445,
2022-12-13,9:25:20.434,203,-5.704233,8.6273155,1.9211738,
2022-12-13,9:25:20.437,206,-5.7090244,8.702773,1.9732754,
2022-12-13,9:25:20.439,208,-5.718606,8.802785,1.892428,
2022-12-13,9:25:20.443,212,-5.7000413,8.774039,1.7978066,
2022-12-13,9:25:20.450,219,-5.704233,8.764457,1.7127671,
2022-12-13,9:25:20.450,219,-5.6712956,8.8453045,1.6606655,
2022-12-13,9:25:20.451,220,-5.623386,8.840513,1.6510836,
2022-12-13,9:25:20.452,221,-5.609013,8.830932,1.6936033,
2022-12-13,9:25:20.454,223,-5.6048207,8.802785,1.6462927,
2022-12-13,9:25:20.457,226,-5.5425386,8.883034,1.6415017,
2022-12-13,9:25:20.463,232,-5.5712843,8.883034,1.6702474,
