DATE,TIME,DURATION[ms],X[m/s^2],Y[m/s^2],Z[m/s^2]
2022-12-13,9:25:39.176,0,-4.3495903,8.59857,0.99711794,
2022-12-13,9:25:39.176,0,-4.3969007,8.665045,0.98274505,
2022-12-13,9:25:39.179,3,-4.449601,8.650672,0.93064344,
2022-12-13,9:25:39.181,5,-4.4064827,8.678819,0.9545982,
2022-12-13,9:25:39.183,7,-4.4585843,8.712356,0.9072875,
2022-12-13,9:25:39.185,9,-4.4681664,8.769248,0.85518587,
2022-12-13,9:25:39.195,19,-4.449601,8.802186,0.85518587,
2022-12-13,9:25:39.195,19,-4.4537935,8.745294,0.85997677,
2022-12-13,9:25:39.196,20,-4.516076,8.797395,0.9114796,
2022-12-13,9:25:39.196,20,-4.48733,8.802186,0.9072875,
2022-12-13,9:25:39.199,23,-4.4777484,8.797395,0.8881237,
2022-12-13,9:25:39.201,25,-4.4681664,8.797395,0.79829323,
2022-12-13,9:25:39.205,29,-4.4400196,8.745294,0.8641689,
2022-12-13,9:25:39.206,30,-4.4400196,8.740502,0.8503949,
2022-12-13,9:25:39.209,34,-4.4537935,8.735711,0.8737508,
2022-12-13,9:25:39.212,36,-4.4537935,8.702773,0.89291465,
2022-12-13,9:25:39.215,39,-4.4681664,8.693192,0.85997677,
2022-12-13,9:25:39.216,40,-4.4208555,8.693192,0.85518587,
2022-12-13,9:25:39.226,50,-4.4352283,8.707564,0.91627055,
2022-12-13,9:25:39.227,51,-4.4208555,8.740502,0.91627055,
2022-12-13,9:25:39.227,51,-4.4442115,8.707564,0.94501626,
2022-12-13,9:25:39.228,52,-4.4442115,8.702773,0.96358126,
2022-12-13,9:25:39.228,52,-4.4394207,8.702773,0.9731632,
2022-12-13,9:25:39.231,55,-4.4537935,8.650672,0.9024965,
2022-12-13,9:25:39.233,57,-4.48733,8.6884,0.8737508,
2022-12-13,9:25:39.244,68,-4.534641,8.655463,0.9072875,
2022-12-13,9:25:39.245,69,-4.492121,8.636299,0.9683722,
2022-12-13,9:25:39.245,69,-4.52985,8.669836,0.89291465,
2022-12-13,9:25:39.245,69,-4.5825505,8.631508,0.85997677,
2022-12-13,9:25:39.247,71,-4.5969234,8.588988,0.9024965,
2022-12-13,9:25:39.249,73,-4.616087,8.626718,0.9024965,
2022-12-13,9:25:39.252,76,-4.611296,8.608152,0.8833327,
2022-12-13,9:25:39.261,85,-4.634652,8.555451,0.7791294,
2022-12-13,9:25:39.261,86,-4.67298,8.541677,0.79829323,
2022-12-13,9:25:39.262,86,-4.6969347,8.489576,0.9402253,
2022-12-13,9:25:39.262,86,-4.7160983,8.584197,0.9024965,
2022-12-13,9:25:39.264,88,-4.7394543,8.5746155,0.9072875,
2022-12-13,9:25:39.266,90,-4.7969456,8.512932,0.99711794,
2022-12-13,9:25:39.269,93,-4.8682113,8.512932,1.0588015,
2022-12-13,9:25:39.277,101,-4.8490477,8.517723,1.1061122,
2022-12-13,9:25:39.278,102,-4.8634205,8.470412,1.0869484,
2022-12-13,9:25:39.278,102,-4.8634205,8.50335,0.987536,
2022-12-13,9:25:39.280,104,-4.8777933,8.465621,1.0066998,
2022-12-13,9:25:39.282,106,-4.873002,8.470412,1.0635924,
2022-12-13,9:25:39.285,109,-4.8538384,8.470412,1.1109031,
2022-12-13,9:25:39.294,118,-4.9346857,8.512932,1.0635924,
2022-12-13,9:25:39.295,119,-4.915522,8.536886,1.1582139,
2022-12-13,9:25:39.295,119,-4.896957,8.527305,1.2336714,
2022-12-13,9:25:39.296,120,-4.887375,8.546469,1.1719879,
2022-12-13,9:25:39.297,121,-4.873002,8.59857,1.1863607,
2022-12-13,9:25:39.300,124,-4.882584,8.584197,1.1863607,
2022-12-13,9:25:39.302,126,-4.8682113,8.59857,1.1486319,
2022-12-13,9:25:39.306,130,-4.873002,8.565034,1.1109031,
2022-12-13,9:25:39.306,130,-4.8394656,8.603361,1.1204851,
2022-12-13,9:25:39.309,133,-4.8490477,8.645881,1.1911517,
2022-12-13,9:25:39.312,136,-4.8682113,8.655463,1.1630049,
2022-12-13,9:25:39.313,138,-4.8059287,8.59378,1.153423,
2022-12-13,9:25:39.318,142,-4.777782,8.588988,1.13905,
2022-12-13,9:25:39.323,147,-4.744245,8.665045,1.1061122,
2022-12-13,9:25:39.323,147,-4.658607,8.636299,1.0683835,
2022-12-13,9:25:39.326,150,-4.6873527,8.64109,1.0588015,
2022-12-13,9:25:39.328,152,-4.615488,8.669836,0.9498072,
2022-12-13,9:25:39.330,154,-4.5825505,8.674027,0.8833327,
2022-12-13,9:25:39.332,156,-4.601115,8.674027,0.9168694,
2022-12-13,9:25:39.336,160,-4.5585957,8.707564,0.84560394,
2022-12-13,9:25:39.344,168,-4.553805,8.702773,0.8833327,
2022-12-13,9:25:39.344,168,-4.5633864,8.707564,0.89291465,
2022-12-13,9:25:39.345,169,-4.510686,8.712356,0.89770555,
2022-12-13,9:25:39.345,169,-4.4777484,8.655463,0.87434965,
2022-12-13,9:25:39.347,171,-4.4819403,8.636299,0.92166036,
2022-12-13,9:25:39.349,173,-4.401093,8.631508,0.95938915,
2022-12-13,9:25:39.352,176,-4.401093,8.655463,0.9779541,
2022-12-13,9:25:39.356,180,-4.4394207,8.579407,0.9641801,
