DATE,TIME,DURATION[ms],X[m/s^2],Y[m/s^2],Z[m/s^2]
2023-1-31,10:46:15.17,0,0.49799395,0.095768064,9.921572,
2023-1-31,10:46:15.216,200,0.49799395,0.095768064,9.825804,
2023-1-31,10:46:15.417,401,0.46926352,0.05746084,9.844957,
2023-1-31,10:46:15.617,601,0.45968673,0.095768064,9.844957,
2023-1-31,10:46:15.818,801,0.47884035,0.076614454,9.864111,
2023-1-31,10:46:16.18,1001,0.45010993,0.095768064,9.844957,
2023-1-31,10:46:16.215,1198,0.47884035,0.095768064,9.835381,
2023-1-31,10:46:16.425,1408,0.47884035,0.06703765,9.825804,
2023-1-31,10:46:16.616,1599,0.45968673,0.047884032,9.864111,
2023-1-31,10:46:16.816,1799,0.8810662,3.4476504,9.021352,
2023-1-31,10:46:17.16,1999,0.29688102,-1.0726024,9.844957,
2023-1-31,10:46:17.219,2202,0.24899697,-0.842759,0.16280572,
2023-1-31,10:46:17.417,2401,0.5650316,-1.4173675,9.9790325,
2023-1-31,10:46:17.618,2601,0.6895301,-1.4460979,10.275913,
2023-1-31,10:46:17.817,2800,0.30645782,-0.019153614,9.844957,
2023-1-31,10:46:18.17,3000,0.2777274,-0.02873042,9.883265,
2023-1-31,10:46:18.217,3201,0.25857377,0.009576807,9.835381,
2023-1-31,10:46:18.418,3402,0.34476504,0.0,9.864111,
2023-1-31,10:46:18.617,3600,0.29688102,-0.06703765,9.844957,
2023-1-31,10:46:18.817,3800,0.23942018,-0.019153614,9.873688,
2023-1-31,10:46:19.18,4001,0.34476504,-0.06703765,9.864111,
2023-1-31,10:46:19.219,4203,0.25857377,-0.019153614,9.883265,
