DATE,TIME,DURATION[ms],X[m/s^2],Y[m/s^2],Z[m/s^2]
2023-1-31,10:46:49.314,0,0.49799395,0.05746084,9.883265,
2023-1-31,10:46:49.381,67,0.5363012,0.02873042,10.314221,
2023-1-31,10:46:49.449,135,0.49799395,0.038307227,9.825804,
2023-1-31,10:46:49.513,200,0.48841715,0.08619126,9.844957,
2023-1-31,10:46:49.579,266,0.50757074,0.06703765,9.854534,
2023-1-31,10:46:49.647,333,0.49799395,0.076614454,9.854534,
2023-1-31,10:46:49.713,400,0.45968673,0.02873042,9.854534,
2023-1-31,10:46:49.779,465,0.47884035,0.05746084,9.844957,
2023-1-31,10:46:49.845,532,0.50757074,0.06703765,9.825804,
2023-1-31,10:46:49.911,597,0.48841715,0.05746084,9.835381,
2023-1-31,10:46:49.977,663,0.49799395,0.038307227,9.864111,
2023-1-31,10:46:50.43,730,0.40222588,0.095768064,9.80665,
2023-1-31,10:46:50.109,795,0.47884035,0.05746084,9.892841,
2023-1-31,10:46:50.175,862,0.46926352,0.038307227,9.854534,
2023-1-31,10:46:50.241,927,0.45010993,0.06703765,9.854534,
2023-1-31,10:46:50.306,993,0.45968673,0.10534488,9.902418,
2023-1-31,10:46:50.374,1060,0.49799395,0.047884032,9.883265,
2023-1-31,10:46:50.439,1125,0.47884035,0.047884032,9.873688,
2023-1-31,10:46:50.503,1190,0.47884035,0.019153614,9.864111,
2023-1-31,10:46:50.571,1257,0.46926352,0.076614454,9.864111,
2023-1-31,10:46:50.637,1323,0.47884035,0.038307227,9.797073,
2023-1-31,10:46:50.703,1389,0.46926352,0.05746084,9.892841,
2023-1-31,10:46:50.768,1455,0.50757074,0.06703765,9.854534,
2023-1-31,10:46:50.836,1522,0.46926352,0.047884032,9.80665,
2023-1-31,10:46:50.901,1587,0.47884035,0.06703765,9.835381,
2023-1-31,10:46:50.967,1654,0.46926352,0.05746084,9.844957,
2023-1-31,10:46:51.33,1719,0.45968673,0.019153614,9.835381,
2023-1-31,10:46:51.98,1785,0.48841715,0.08619126,9.816227,
2023-1-31,10:46:51.165,1851,0.46926352,0.05746084,9.825804,
2023-1-31,10:46:51.231,1917,0.46926352,0.047884032,9.883265,
2023-1-31,10:46:51.297,1984,0.48841715,0.06703765,9.854534,
2023-1-31,10:46:51.363,2050,0.45010993,0.019153614,9.864111,
2023-1-31,10:46:51.429,2115,0.50757074,0.076614454,9.854534,
2023-1-31,10:46:51.496,2183,0.45010993,0.076614454,9.864111,
2023-1-31,10:46:51.561,2247,0.48841715,0.047884032,9.844957,
2023-1-31,10:46:51.627,2313,0.45968673,0.06703765,9.825804,
2023-1-31,10:46:51.694,2380,0.46926352,0.08619126,9.854534,
2023-1-31,10:46:51.759,2445,0.47884035,0.05746084,9.825804,
2023-1-31,10:46:51.825,2512,0.48841715,0.038307227,9.854534,
2023-1-31,10:46:51.891,2577,0.46926352,0.047884032,9.873688,
2023-1-31,10:46:51.957,2643,0.49799395,0.038307227,9.844957,
2023-1-31,10:46:52.23,2710,0.47884035,0.019153614,9.835381,
2023-1-31,10:46:52.95,2782,0.48841715,0.05746084,9.835381,
2023-1-31,10:46:52.154,2840,0.47884035,0.10534488,9.825804,
2023-1-31,10:46:52.221,2908,0.63206923,1.1683705,9.921572,
2023-1-31,10:46:52.289,2975,0.641646,0.51714754,9.825804,
2023-1-31,10:46:52.354,3040,0.2777274,2.4995465,9.825804,
2023-1-31,10:46:52.418,3105,0.93852705,4.3766007,9.605537,
2023-1-31,10:46:52.486,3172,0.90979666,3.074155,10.141838,
2023-1-31,10:46:52.550,3237,1.5035586,2.585738,8.820239,
2023-1-31,10:46:52.615,3302,0.2777274,0.4309563,9.710882,
2023-1-31,10:46:52.681,3368,0.10534488,-1.5705963,10.371682,
2023-1-31,10:46:52.749,3435,-0.22984336,-2.8538885,4.8841715,
2023-1-31,10:46:52.815,3501,0.038307227,-1.2545617,6.2249246,
2023-1-31,10:46:52.881,3567,-0.12449849,-0.49799395,7.5561004,
2023-1-31,10:46:52.947,3633,1.0247183,-2.777274,27.53332,
2023-1-31,10:46:53.14,3701,0.50757074,-1.6184803,9.950302,
2023-1-31,10:46:53.78,3765,0.38307226,-1.4460979,8.6095495,
2023-1-31,10:46:53.145,3831,0.2681506,-1.6376339,10.170568,
2023-1-31,10:46:53.211,3897,0.6703765,-1.3503298,9.557653,
2023-1-31,10:46:53.277,3963,0.2681506,-0.05746084,9.672575,
2023-1-31,10:46:53.343,4030,0.24899697,-0.047884032,9.749189,
2023-1-31,10:46:53.409,4095,0.2681506,-0.08619126,9.80665,
2023-1-31,10:46:53.475,4161,0.25857377,-0.076614454,9.873688,
2023-1-31,10:46:53.541,4227,0.2873042,-0.02873042,9.864111,
2023-1-31,10:46:53.606,4293,0.2873042,-0.05746084,9.844957,
2023-1-31,10:46:53.673,4360,0.2777274,-0.08619126,9.854534,
2023-1-31,10:46:53.739,4426,0.2873042,-0.08619126,9.854534,
2023-1-31,10:46:53.805,4492,0.2777274,-0.02873042,9.844957,
2023-1-31,10:46:53.872,4557,0.2873042,-0.06703765,9.883265,
2023-1-31,10:46:53.937,4623,0.24899697,-0.05746084,9.854534,
2023-1-31,10:46:54.4,4690,0.30645782,-0.06703765,9.864111,
2023-1-31,10:46:54.69,4755,0.29688102,-0.10534488,9.873688,
2023-1-31,10:46:54.136,4822,0.2873042,-0.02873042,9.883265,
2023-1-31,10:46:54.202,4888,0.2873042,-0.076614454,9.844957,
2023-1-31,10:46:54.267,4953,0.25857377,-0.047884032,9.873688,
2023-1-31,10:46:54.334,5020,0.2777274,-0.05746084,9.873688,
2023-1-31,10:46:54.399,5085,0.25857377,-0.076614454,9.854534,
2023-1-31,10:46:54.465,5151,0.2777274,-0.076614454,9.854534,
2023-1-31,10:46:54.531,5217,0.2777274,-0.076614454,9.844957,
2023-1-31,10:46:54.597,5283,0.29688102,-0.05746084,9.864111,
2023-1-31,10:46:54.663,5350,0.2681506,-0.047884032,9.873688,
