DATE,TIME,DURATION[ms],X[m/s^2],Y[m/s^2],Z[m/s^2]
2023-1-31,10:45:40.537,0,0.4309563,0.095768064,9.864111,
2023-1-31,10:45:40.738,200,0.46926352,0.047884032,9.854534,
2023-1-31,10:45:40.939,401,0.4309563,0.11492168,9.835381,
2023-1-31,10:45:41.140,602,0.45010993,0.11492168,9.825804,
2023-1-31,10:45:41.340,802,0.47884035,0.047884032,9.854534,
2023-1-31,10:45:41.540,1003,0.45968673,0.06703765,9.864111,
2023-1-31,10:45:41.741,1203,0.46926352,0.08619126,9.835381,
2023-1-31,10:45:41.936,1399,0.48841715,0.076614454,9.854534,
2023-1-31,10:45:42.139,1601,0.49799395,0.08619126,9.854534,
2023-1-31,10:45:42.339,1801,0.45010993,0.076614454,9.844957,
2023-1-31,10:45:42.539,2001,0.45968673,0.06703765,9.844957,
2023-1-31,10:45:42.739,2201,0.46926352,0.1340753,9.864111,
2023-1-31,10:45:42.939,2401,0.9576807,3.371036,10.180145,
2023-1-31,10:45:43.141,2603,0.019153614,-0.6991069,8.42759,
2023-1-31,10:45:43.340,2803,2.4899697,-3.6966474,38.766914,
2023-1-31,10:45:43.540,3002,0.545878,-1.5897499,9.5385,
2023-1-31,10:45:43.740,3202,0.5746084,-1.7525556,10.582372,
2023-1-31,10:45:43.940,3402,0.2681506,0.019153614,9.797073,
2023-1-31,10:45:44.139,3602,0.32561144,0.0,9.854534,
2023-1-31,10:45:44.342,3804,0.35434186,-0.08619126,9.854534,
2023-1-31,10:45:44.540,4002,0.32561144,0.038307227,9.873688,
2023-1-31,10:45:44.736,4198,0.24899697,-0.047884032,9.835381,
